Fichero pcap;SIDs;RSx;TP;TP_LEGITIMO
T0814-DoS-PCC_[1].pcapng;2009768;4;0;1
T0814-DoS-PCC_[1].pcapng;2100402;4;0;1
T0814-DoS-PCC_[1].pcapng;2026917;4;1;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;402;4;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;40518;4;1;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2002752;4;0;0
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2002749;4;0;0
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2013491;4;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2013490;4;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2009768;4;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2100402;4;0;1
T0816-ShtDownAllenBradley-CIP_[1].pcapng;2009767;4;0;1
T0816-ShutDown-Modbus_[1].pcapng;17785;4;1;1
T0816-ShutDown-Modbus_[1].pcapng;2002752;4;0;0
T0816-ShutDown-Modbus_[1].pcapng;2002749;4;0;0
T0836-ModifyParam-OmronFINS_[2].pcapng;15389;4;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;15390;4;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;15391;4;1;1
T0836-ModifyParam-OmronFINS_[2].pcapng;2002752;4;0;0
T0836-ModifyParam-OmronFINS_[2].pcapng;2002749;4;0;0
T0836-ModifParam-Modbus_[1].pcapng;17783;4;1;1
T0836-ModifParam-Modbus_[1].pcapng;2002752;4;0;0
T0836-ModifParam-Modbus_[1].pcapng;2002749;4;0;0
T0836-ModifParam-S7_[1].pcapng;2002752;4;0;0
T0836-ModifParam-S7_[1].pcapng;2002749;4;0;0
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;15071;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;1917;4;0;0
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;18659;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;58160;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2002752;4;0;0
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2002749;4;0;0
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2011976;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2035480;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2000419;4;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;2025644;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;15071;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;50447;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;1917;4;0;0
T0885-C&Cp502Ignition-HTTP_[1].pcapng;58160;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2002752;4;0;0
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2002749;4;0;0
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2006408;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2010706;4;0;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2006409;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2018358;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2035480;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2000419;4;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;2025644;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;18659;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;5816;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2002752;4;0;0
T0885-C&Cp20000RWin-TCP_[1].pcapng;2002749;4;0;0
T0885-C&Cp20000RWin-TCP_[1].pcapng;2011976;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2035480;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2000419;4;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;2025644;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;50447;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;58160;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2002752;4;0;0
T0885-C&Cp102Ignition-TCP_[1].pcapng;2002749;4;0;0
T0885-C&Cp102Ignition-TCP_[1].pcapng;2006408;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2010706;4;0;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2006409;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2018358;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2035480;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2000419;4;1;1
T0885-C&Cp102Ignition-TCP_[1].pcapng;2025644;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;1917;4;0;0
T0831-Modifparam-IEC104_[2].pcapng;41047;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41048;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41051;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41052;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41054;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41058;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41061;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41063;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41069;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41070;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41074;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41075;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41078;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;41079;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52150;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52151;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52154;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52155;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52158;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52171;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52176;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52187;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52189;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52191;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;52192;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2002752;4;0;0
T0831-Modifparam-IEC104_[2].pcapng;2002749;4;0;0
T0831-Modifparam-IEC104_[2].pcapng;2046160;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046161;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046164;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046165;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2027397;4;0;1
T0831-Modifparam-IEC104_[2].pcapng;2046158;4;1;1
T0831-Modifparam-IEC104_[2].pcapng;2046159;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41047;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41048;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41055;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41058;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41060;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41070;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41074;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41075;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41078;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;41079;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52150;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52185;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52189;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52191;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52192;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52199;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;52202;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2002752;4;0;0
T0882-DirectoryRead-IEC104_[2].pcapng;2002749;4;0;0
T0882-DirectoryRead-IEC104_[2].pcapng;2046160;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046161;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046165;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2046164;4;1;1
T0882-DirectoryRead-IEC104_[2].pcapng;2027397;4;0;1
T0831-ModifParam-DNP3_[1].pcapng;1917;4;0;0
T0831-ModifParam-DNP3_[1].pcapng;2002752;4;0;0
T0831-ModifParam-DNP3_[1].pcapng;2002749;4;0;0
T0882-DirRead-DNP3-FIXED_[1].pcapng;1917;4;0;0
T0882-DirRead-DNP3-FIXED_[1].pcapng;2002752;4;0;0
T0882-DirRead-DNP3-FIXED_[1].pcapng;2002749;4;0;0
dnp3_test_data_part1[3].pcapng ;15718;4;1;1
dnp3_test_data_part2[3].pcapng ;2002752;4;0;0
dnp3_test_data_part2[3].pcapng ;2002749;4;0;0
dnp3_test_data_part2[3].pcapng ;15717;4;1;1
dnp3_test_data_part2[3].pcapng ;15718;4;1;1
dnp3_test_data_part2[3].pcapng ;15713;4;1;1
modbus_test_data_part1[3].pcapng ;17795;4;1;1
modbus_test_data_part1[3].pcapng ;15071;4;1;1
modbus_test_data_part1[3].pcapng ;17799;4;1;1
modbus_test_data_part1[3].pcapng ;17798;4;1;1
modbus_test_data_part1[3].pcapng ;17788;4;1;1
modbus_test_data_part1[3].pcapng ;17790;4;1;1
modbus_test_data_part1[3].pcapng ;17784;4;1;1
modbus_test_data_part1[3].pcapng ;17783;4;1;1
modbus_test_data_part2[3].pcapng ;2002749;4;0;0
modbus_test_data_part2[3].pcapng ;15071;4;1;1
modbus_test_data_part2[3].pcapng ;29965;4;0;1
modbus_test_data_part2[3].pcapng ;17788;4;1;1
modbus_test_data_part2[3].pcapng ;17787;4;1;1
modbus_test_data_part2[3].pcapng ;17790;4;1;1
modbus_test_data_part2[3].pcapng ;17789;4;1;1
modbus_test_data_part2[3].pcapng ;17784;4;1;1
modbus_test_data_part2[3].pcapng ;17783;4;1;1
modbus_test_data_part2[3].pcapng ;17794;4;1;1
modbus_test_data_part2[3].pcapng ;17795;4;1;1
modbus_test_data_part2[3].pcapng ;17796;4;1;1
modbus_test_data_part2[3].pcapng ;17797;4;1;1
modbus_test_data_part2[3].pcapng ;17785;4;1;1
modbus_test_data_part2[3].pcapng ;17782;4;1;1
modbus_test_data_part2[3].pcapng ;17799;4;1;1
modbus_test_data_part2[3].pcapng ;17798;4;1;1
modbus_test_data_part2[3].pcapng ;17793;4;1;1
modbus_test_data_part2[3].pcapng ;30819;4;1;1
modbus_test_data_part2[3].pcapng ;30816;4;1;1
modbus_test_data_part2[3].pcapng ;17786;4;1;1
modbus_test_data_part2[3].pcapng ;17800;4;1;1
modbus_test_data_part2[3].pcapng ;17791;4;1;1
modbus_test_data_part2[3].pcapng ;17792;4;1;1
modbus_test_data_part2[3].pcapng ;29319;4;1;1
modbus_test_data_part2[3].pcapng ;15074;4;1;1
modbus_test_data_part2[3].pcapng ;15075;4;1;1
modicon_test[3].pcapng ;2002752;4;0;0
modicon_test[3].pcapng ;2002749;4;0;0
modicon_test[3].pcapng ;42861;4;0;1
s7_test[3].pcapng ;2002752;4;0;0
s7_test[3].pcapng ;2002749;4;0;0
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111202;5;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111206;5;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111207;5;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111208;5;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111205;5;1;1
T0848-RogueMaster-DNP3-FIXED_[1].pcapng;1111210;5;1;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;1111004;5;1;1
T0846-DiscoveryNmap-Modbus_[1].pcapng;1111005;5;1;1
T0846-DiscoverMetasp-Modbus_[1].pcapng;1111006;5;1;1
T0888-DiscverFindID-Modbus_[1].pcapng / T0888-DiscverCoils-Modbus_[1].pcapng / T0888-DiscverRegisters-Modbus_[1].pcapng / T0888-DiscverRegisters2-Modbus_[1].pcapng;1111006;5;1;1
T0888-DiscoverInfo-DNP3_[1].pcapng;1111206;5;1;1
T0888-DiscoverInfo-DNP3_[1].pcapng;1111207;5;1;1
T0888-DiscoverInfo-DNP3_[1].pcapng;1111202;5;1;1
T0846-Discovery-BacNet_[2].pcap ;1111705;5;1;1
T0846-Discovery-BacNet_[2].pcap ;1111704;5;1;1
T0888-ScanInfo-OmronFINS_[2].pcapng;1111403;5;1;1
T0888-ScanInfo-OmronFINS_[2].pcapng;1111401;5;1;1
T0888-ScanInfo-OmronFINS_[2].pcapng;1111404;5;1;1
T0888-ScanInfo-OmronFINS_[2].pcapng;1111402;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111202;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111206;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111207;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111210;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111209;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111208;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111205;5;1;1
T0843-FileRead-DNP3-FIXED_[1].pcapng / T0843-FileWrite-DNP3-FIXED_[1].pcapng;1111201;5;1;1
T0843-FileDownload-Modbus_[1].pcapng / T0843-FileUpload-Modbus_[1].pcapng;1111006;5;1;1
T0843-FileDownload-Modbus_[1].pcapng / T0843-FileUpload-Modbus_[1].pcapng;1111007;5;1;1
T0830-MITM-BacNet-FIXED_[2].pcapng;1111705;5;1;1
T0830-MITM-BacNet-FIXED_[2].pcapng;1111704;5;1;1
T0809-DataDestroy-OMRON_[2].pcapng;1111402;5;1;1
T0809-DataDestroy-OMRON_[2].pcapng;1111404;5;1;1
T0816-ShutDown-Modbus_[1].pcapng;1111007;5;1;1
T0836-ModifParam-Modbus_[1].pcapng;1111006;5;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;1111008;5;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;1111009;5;1;1
T0885-C&Cp502RWin-TCP_[1].pcapng / T0885-C&Cp502RWin-TCP-2_[1].pcapng / T0885-C&Cp502RWin-TCP-3_[1].pcapng;1111012;5;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;1111008;5;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;1111009;5;1;1
T0885-C&Cp502Ignition-HTTP_[1].pcapng;1111012;5;1;1
T0885-C&Cp20000RWin-TCP_[1].pcapng;1111202;5;1;1
T0831-ModifParam-DNP3_[1].pcapng;1111202;5;1;1
T0831-ModifParam-DNP3_[1].pcapng;1111206;5;1;1
T0831-ModifParam-DNP3_[1].pcapng;1111207;5;1;1
T0882-DirRead-DNP3-FIXED_[1].pcapng;1111202;5;1;1
T0882-DirRead-DNP3-FIXED_[1].pcapng;1111208;5;1;1
T0882-DirRead-DNP3-FIXED_[1].pcapng;1111206;5;1;1
bacnet_test[3].pcapng ;1111705;5;1;1
bacnet_test[3].pcapng ;1111704;5;1;1
bacnet_test[3].pcapng ;1111709;5;1;1
bacnet_test[3].pcapng ;1111708;5;1;1
bacnet_test[3].pcapng ;1111703;5;1;1
bacnet_test[3].pcapng ;1111702;5;1;1
bacnet_test[3].pcapng ;1111701;5;1;1
dnp3_test_data_part1[3].pcapng ;1111202;5;1;1
dnp3_test_data_part1[3].pcapng ;1111208;5;1;1
dnp3_test_data_part1[3].pcapng ;1111207;5;1;1
dnp3_test_data_part1[3].pcapng ;1111201;5;1;1
dnp3_test_data_part1[3].pcapng ;1111212;5;1;1
dnp3_test_data_part1[3].pcapng ;1111209;5;1;1
dnp3_test_data_part1[3].pcapng ;1111206;5;1;1
dnp3_test_data_part1[3].pcapng ;1111210;5;1;1
dnp3_test_data_part1[3].pcapng ;1111205;5;1;1
dnp3_test_data_part2[3].pcapng ;1111213;5;1;1
fox_info[3].pcapng ;1111101;5;1;1
modbus_test_data_part1[3].pcapng ;1111006;5;1;1
modbus_test_data_part1[3].pcapng ;1111007;5;1;1
modbus_test_data_part2[3].pcapng ;1111014;5;1;1
modbus_test_data_part2[3].pcapng ;1111013;5;1;1
modbus_test_data_part2[3].pcapng ;1111005;5;1;1
modbus_test_data_part2[3].pcapng ;1111004;5;1;1
modicon_test[3].pcapng ;1111015;5;1;1
T0814-ICMP_Flood_2-10[1].pcapng ;384;1;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;384;1;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;410;1;0;1
T0814-TCP_Flood_2-13[1].pcapng ;399;1;0;1
T0831-Impact.pcapng;29456;1;1;1
T0831-Impact.pcapng;384;1;1;1
T0831-Impact.pcapng;408;1;1;1
T0831-Impact.pcapng;404;1;0;1
T0814-InhibitResponseFunction_2.pcapng;29456;1;1;1
T0814-InhibitResponseFunction_2.pcapng;384;1;1;1
T0888-Discovery.pcapng;29456;1;1;1
T0888-Discovery.pcapng;384;1;1;1
T0888-Discovery.pcapng;408;1;1;1
T0888-Discovery.pcapng;402;1;0;1
T0888-Discovery.pcapng;368;1;1;1
T0888-Discovery.pcapng;366;1;1;1
T0888-Discovery.pcapng;453;1;1;1
T0888-Discovery.pcapng;451;1;0;1
T0822-InitialAccess.pcapng;402;1;0;1
T0888-Discovery_2.pcapng;895;1;1;1
T0888-Discovery_2.pcapng;40063;1;1;1
T0888-Discovery_2.pcapng;382;1;1;1
T0888-Discovery_2.pcapng;29456;1;1;1
T0888-Discovery_2.pcapng;384;1;1;1
T0888-Discovery_2.pcapng;408;1;1;1
T0842-Discovery.pcapng;419;1;0;1
T0842-Discovery.pcapng;1418;1;1;1
T0842-Discovery.pcapng;1421;1;1;1
T0888-Discovery_3.pcapng;368;1;1;1
T0888-Discovery_3.pcapng;366;1;1;1
T0888-Discovery_3.pcapng;29456;1;1;1
T0888-Discovery_3.pcapng;384;1;1;1
T0888-Discovery_3.pcapng;453;1;1;1
T0888-Discovery_3.pcapng;1418;1;1;1
T0888-Discovery_3.pcapng;1421;1;1;1
T0814-ICMP_Flood_2-10[1].pcapng ;384;2;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;384;2;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;410;2;0;1
T0814-TCP_Flood_2-13[1].pcapng ;399;2;0;1
T0831-Impact.pcapng;29456;2;1;1
T0831-Impact.pcapng;384;2;1;1
T0831-Impact.pcapng;408;2;1;1
T0831-Impact.pcapng;404;2;0;1
T0814-InhibitResponseFunction_2.pcapng;29456;2;1;1
T0814-InhibitResponseFunction_2.pcapng;384;2;1;1
T0814-InhibitResponseFunction_3.pcapng;17783;2;0;1
T0888-Discovery.pcapng;29456;2;1;1
T0888-Discovery.pcapng;384;2;1;1
T0888-Discovery.pcapng;408;2;1;1
T0888-Discovery.pcapng;402;2;0;1
T0888-Discovery.pcapng;368;2;1;1
T0888-Discovery.pcapng;366;2;1;1
T0888-Discovery.pcapng;453;2;1;1
T0888-Discovery.pcapng;451;2;0;1
T0822-InitialAccess.pcapng;402;2;0;1
T0888-Discovery_2.pcapng;895;2;1;1
T0888-Discovery_2.pcapng;40063;2;1;1
T0888-Discovery_2.pcapng;382;2;1;1
T0888-Discovery_2.pcapng;29456;2;1;1
T0888-Discovery_2.pcapng;384;2;1;1
T0888-Discovery_2.pcapng;408;2;1;1
T0842-Discovery.pcapng;419;2;0;1
T0842-Discovery.pcapng;1418;2;1;1
T0842-Discovery.pcapng;1421;2;1;1
T0888-Discovery_3.pcapng;368;2;1;1
T0888-Discovery_3.pcapng;366;2;1;1
T0888-Discovery_3.pcapng;29456;2;1;1
T0888-Discovery_3.pcapng;384;2;1;1
T0888-Discovery_3.pcapng;453;2;1;1
T0888-Discovery_3.pcapng;1418;2;1;1
T0888-Discovery_3.pcapng;1421;2;1;1
T0846-NULL_SCAN_2-7[1].pcapng ;51065;3;0;1
T0846-NULL_SCAN_2-7[1].pcapng ;24378;3;0;1
T0846-XMAS_SCAN_2-3[1].pcapng ;51065;3;0;1
T0846-XMAS_SCAN_2-3[1].pcapng ;24378;3;0;1
T0814-ICMP_Flood_2-10[1].pcapng ;384;3;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;384;3;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;410;3;0;1
T0814-ICMP_Flood_3-5[1].pcapng ;27610;3;0;1
T0814-TCP_Flood_2-13[1].pcapng ;399;3;0;1
T0831-Impact.pcapng;17790;3;1;1
T0831-Impact.pcapng;17783;3;0;1
T0831-Impact.pcapng;24303;3;0;0
T0831-Impact.pcapng;29456;3;1;1
T0831-Impact.pcapng;384;3;1;1
T0831-Impact.pcapng;408;3;1;1
T0831-Impact.pcapng;404;3;0;1
T0814-InhibitResponseFunction.pcapng;17790;3;1;1
T0814-InhibitResponseFunction.pcapng;17783;3;0;1
T0814-InhibitResponseFunction.pcapng;24303;3;0;0
T0814-InhibitResponseFunction_2.pcapng;17783;3;0;1
T0814-InhibitResponseFunction_2.pcapng;29456;3;1;1
T0814-InhibitResponseFunction_2.pcapng;384;3;1;1
T0814-InhibitResponseFunction_3.pcapng;17783;3;0;1
T0877-Collection.pcapng;17790;3;1;1
T0877-Collection.pcapng;17787;3;1;1
T0877-Collection.pcapng;17788;3;1;1
T0888-Discovery.pcapng;29456;3;1;1
T0888-Discovery.pcapng;384;3;1;1
T0888-Discovery.pcapng;408;3;1;1
T0888-Discovery.pcapng;50447;3;1;1
T0888-Discovery.pcapng;402;3;0;1
T0888-Discovery.pcapng;31767;3;1;1
T0888-Discovery.pcapng;368;3;1;1
T0888-Discovery.pcapng;366;3;1;1
T0888-Discovery.pcapng;36650;3;1;1
T0888-Discovery.pcapng;453;3;1;1
T0888-Discovery.pcapng;451;3;0;1
T0822-InitialAccess.pcapng;402;3;0;1
T0888-Discovery_2.pcapng;50447;3;1;1
T0888-Discovery_2.pcapng;41742;3;1;1
T0888-Discovery_2.pcapng;45915;3;1;1
T0888-Discovery_2.pcapng;31939;3;1;1
T0888-Discovery_2.pcapng;5708;3;1;1
T0888-Discovery_2.pcapng;3547;3;1;1
T0888-Discovery_2.pcapng;30379;3;1;1
T0888-Discovery_2.pcapng;895;3;1;1
T0888-Discovery_2.pcapng;40063;3;1;1
T0888-Discovery_2.pcapng;382;3;1;1
T0888-Discovery_2.pcapng;29456;3;1;1
T0888-Discovery_2.pcapng;384;3;1;1
T0888-Discovery_2.pcapng;31767;3;1;1
T0888-Discovery_2.pcapng;408;3;1;1
T0842-Discovery.pcapng;17790;3;1;1
T0842-Discovery.pcapng;50447;3;1;1
T0842-Discovery.pcapng;37393;3;1;1
T0842-Discovery.pcapng;13360;3;1;1
T0842-Discovery.pcapng;491;3;1;1
T0842-Discovery.pcapng;41742;3;1;1
T0842-Discovery.pcapng;1418;3;1;1
T0842-Discovery.pcapng;1421;3;1;1
T0888-Discovery_3.pcapng;368;3;1;1
T0888-Discovery_3.pcapng;366;3;1;1
T0888-Discovery_3.pcapng;29456;3;1;1
T0888-Discovery_3.pcapng;17790;3;1;1
T0888-Discovery_3.pcapng;384;3;1;1
T0888-Discovery_3.pcapng;36650;3;1;1
T0888-Discovery_3.pcapng;453;3;1;1
T0888-Discovery_3.pcapng;1418;3;1;1
T0888-Discovery_3.pcapng;1421;3;1;1
T0822-InitialAccess_2.pcapng;44489;3;0;1
T0822-InitialAccess_2.pcapng;44484;3;0;1
T0822-InitialAccess_2.pcapng;44488;3;0;1
T0822-InitialAccess_2.pcapng;44487;3;0;1
T0846-NULL_SCAN_2-7[1].pcapng ;2027768;4;0;1
T0846-NULL_SCAN_2-7[1].pcapng ;51065;4;0;1
T0846-NULL_SCAN_2-7[1].pcapng ;24378;4;0;1
T0846-XMAS_SCAN_2-3[1].pcapng ;2027768;4;0;1
T0846-XMAS_SCAN_2-3[1].pcapng ;51065;4;0;1
T0846-XMAS_SCAN_2-3[1].pcapng ;24378;4;0;1
T0814-ICMP_Flood_2-10[1].pcapng ;384;4;1;1
T0814-ICMP_Flood_3-2[1].pcapng ;2100527;4;0;0
T0814-ICMP_Flood_3-5[1].pcapng ;384;4;1;1
T0814-ICMP_Flood_3-5[1].pcapng ;410;4;0;1
T0814-ICMP_Flood_3-5[1].pcapng ;27610;4;0;1
T0814-TCP_Flood_2-13[1].pcapng ;399;4;0;1
T0831-Impact.pcapng;17790;4;1;1
T0831-Impact.pcapng;17783;4;0;1
T0831-Impact.pcapng;24303;4;0;0
T0831-Impact.pcapng;29456;4;1;1
T0831-Impact.pcapng;384;4;1;1
T0831-Impact.pcapng;408;4;1;1
T0831-Impact.pcapng;404;4;0;1
T0831-Impact.pcapng;2100527;4;0;0
T0814-InhibitResponseFunction.pcapng;17790;4;1;1
T0814-InhibitResponseFunction.pcapng;17783;4;0;1
T0814-InhibitResponseFunction.pcapng;24303;4;0;0
T0814-InhibitResponseFunction.pcapng;2100527;4;0;0
T0814-InhibitResponseFunction_2.pcapng;17783;4;0;1
T0814-InhibitResponseFunction_2.pcapng;29456;4;1;1
T0814-InhibitResponseFunction_2.pcapng;384;4;1;1
T0814-InhibitResponseFunction_2.pcapng;2100528;4;0;1
T0814-InhibitResponseFunction_3.pcapng;17783;4;0;1
T0814-InhibitResponseFunction_3.pcapng;2100527;4;0;0
T0814-InhibitResponseFunction_3.pcapng;2100528;4;0;1
T0877-Collection.pcapng;17790;4;1;1
T0877-Collection.pcapng;17787;4;1;1
T0877-Collection.pcapng;17788;4;1;1
