attackid,sessionid,repeated,severity,attack,service,srcip,dstip,subtype,eventtype,url
27536,4837,1,"high","DATAC.RealWin.SCADA.Parsing.Buffer.Overflow","tcp/912",192.168.1.86,192.168.1.91,"ips","signature","http://www.fortinet.com/ids/VID27536"
12449,4838,1,"critical","Remote.CMD.Shell","tcp/4444",192.168.1.91,192.168.1.86,"ips","signature","http://www.fortinet.com/ids/VID12449"
