attackid,sessionid,repeated,severity,attack,service,srcip,dstip,subtype,eventtype,url
49499,7317,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7319,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7321,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7323,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7325,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7327,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7329,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7331,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7333,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7335,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7337,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7339,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7341,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7343,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7345,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7347,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7349,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7354,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7356,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7358,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7360,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7362,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
49499,7364,1,"critical","MS.Windows.Server.Netlogon.Privilege.Elevation","DCERPC",192.168.1.135,192.168.1.200,"ips","signature","http://www.fortinet.com/ids/VID49499"
