ID_regla	severity_number	Nombre_regla	thread_category	prot	src_ip	dst_ip	log_subtype	extra_data
31661	2	SCADA DNP3 Read Request to a PLC Attempt	info-leak	tcp	192.168.113.223	192.168.113.175	vulnerability	
31665	2	SCADA DNP3 Miscellaneous Request to a PLC Attempt	info-leak	tcp	192.168.113.223	192.168.113.175	vulnerability	
31666	2	SCADA DNP3 Write Request to a PLC Atetmpt	info-leak	tcp	192.168.113.223	192.168.113.175	vulnerability	
31659	2	SCADA DNP3 Cold Restart Attempt	info-leak	tcp	192.168.113.223	192.168.113.175	vulnerability	
31663	2	SCADA DNP3 Warm Restart Attempt	info-leak	tcp	192.168.113.223	192.168.113.175	vulnerability	
