ID_regla	severity_number	Nombre_regla	thread_category	prot	src_ip	dst_ip	log_subtype	extra_data
90215	3	Allen Bradley Micrologix Information Disclosure Vulnerability	info-leak	tcp	192.168.0.142	192.168.0.64	vulnerability	
