app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
opc-ua-get-endpoints-req	opc	4564	ics-protocols	2	tcp	192.168.1.135	192.168.1.134
insufficient-data		6613	unknown	1	tcp	192.168.1.135	192.168.1.144
insufficient-data		6614	unknown	1	tcp	192.168.1.135	192.168.1.144
insufficient-data		6615	unknown	1	tcp	192.168.1.135	192.168.1.144
