app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		220	unknown	1	tcp	192.168.100.2	192.168.100.3
incomplete		221	unknown	1	tcp	192.168.100.2	192.168.100.3
incomplete		222	unknown	1	tcp	192.168.100.2	192.168.100.3
modbus-base	modbus	223	ics-protocols	2	tcp	192.168.100.2	192.168.100.3
modbus-encapsulated-transport	modbus	224	ics-protocols	2	tcp	192.168.100.2	192.168.100.3
