app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
mqtt-base	mqtt	5231	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5230	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5229	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5228	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5227	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5226	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5225	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5224	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5223	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5222	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5221	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5220	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5219	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5218	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5217	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5216	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5125	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5124	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5123	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5122	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5121	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5120	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5119	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5118	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5117	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5116	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5115	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5114	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5113	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5112	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5111	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5110	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5109	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5108	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5107	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5106	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5105	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5104	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5102	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5101	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5100	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5099	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5098	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5097	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5096	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5095	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5094	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5093	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5092	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5091	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5090	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5089	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5088	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5087	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5086	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5085	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5084	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5083	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5082	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5081	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5080	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5079	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5078	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5077	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5307	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5308	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5309	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5310	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5311	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5312	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5313	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5314	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5315	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5316	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5317	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5318	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5319	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5320	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5321	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5322	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5323	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5324	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5325	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5326	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5327	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5328	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5329	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5330	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5331	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5332	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5333	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5334	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5335	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5336	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5337	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5338	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5339	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5340	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5341	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5342	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5343	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5344	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5345	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5346	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5347	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5348	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5349	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5350	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5351	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5352	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5353	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5354	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5355	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5356	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5357	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5358	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5359	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5360	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5361	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5362	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5363	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5364	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5365	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5366	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5367	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5368	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5369	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5370	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5371	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5372	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5373	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5374	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5375	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5376	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5377	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5378	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5379	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5380	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5381	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5382	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5383	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5384	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5385	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5386	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5387	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5388	general-business	2	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	5389	general-business	2	tcp	192.168.1.134	192.168.1.133
