app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		4130	unknown	1	tcp	192.168.1.134	192.168.1.133
incomplete		4131	unknown	1	tcp	192.168.1.134	192.168.1.133
mqtt-base	mqtt	4133	general-business	2	tcp	192.168.1.134	192.168.1.133
incomplete		4132	unknown	1	tcp	192.168.1.134	192.168.1.133
