app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		6769	unknown	1	tcp	192.168.0.142	192.168.0.64
incomplete		6766	unknown	1	tcp	192.168.0.142	192.168.0.64
siemens-s7-read	siemens-s7	6767	ics-protocols	1	tcp	192.168.0.142	192.168.0.64
siemens-s7-write	siemens-s7	6768	ics-protocols	1	tcp	192.168.0.142	192.168.0.64
