app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		481484	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		481440	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		482841	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484516	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484225	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484473	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484498	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		481350	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484268	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485270	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484198	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484163	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483242	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484296	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485133	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483453	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483197	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483758	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483742	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483514	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484484	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484510	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		480951	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483224	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483925	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483834	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483534	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484234	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483957	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484257	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		480955	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483829	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486239	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484429	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483657	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484211	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484175	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486225	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		481510	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		481416	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		481301	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483795	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		480986	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484244	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484263	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483890	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484238	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483688	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483276	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483764	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483461	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483043	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484285	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484302	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484532	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483338	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484505	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483186	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483770	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484645	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483843	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483637	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483403	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483661	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484216	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484287	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484178	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483745	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		485171	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483604	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483301	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483918	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		486238	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		484177	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483776	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483876	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483744	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483822	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483537	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483851	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483560	unknown	1	tcp	10.200.1.252	10.50.1.52
incomplete		483304	unknown	1	tcp	10.200.1.252	10.50.1.52
