app	container_of_app	sessionid	subcategory_of_app	risk_of_app	proto	src_ip	dst_ip
incomplete		487537	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485997	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487469	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486548	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486504	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486618	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486692	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486714	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487515	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485279	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486506	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486566	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486531	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486514	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486719	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486521	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486571	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486523	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487799	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486463	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484538	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484857	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		481180	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487460	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486501	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487494	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486715	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485928	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486540	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484328	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484295	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486536	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487520	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486532	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486680	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486534	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488559	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485879	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487573	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487563	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484215	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487329	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484240	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486600	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486476	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484227	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486745	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486694	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486527	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487489	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486570	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486009	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486727	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486831	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485556	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486913	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487572	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486784	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486820	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486467	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486896	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486734	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486499	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487231	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487272	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		487265	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486842	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486785	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486788	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486483	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486522	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486881	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487480	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487282	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486793	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486888	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486898	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486699	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486470	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486468	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		487670	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487971	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486556	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486492	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487228	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487633	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487399	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486841	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486608	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486464	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487660	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487252	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487388	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485503	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486543	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487268	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487005	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487232	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486882	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486856	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486819	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		486886	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486695	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486828	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486127	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		485581	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487986	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487694	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488053	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488017	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487963	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486799	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486945	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		484854	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487370	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486778	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		488057	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486781	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		487591	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486166	unknown	1	tcp	10.200.1.162	10.200.1.18
incomplete		488582	unknown	1	tcp	10.200.1.45	10.200.1.18
incomplete		486547	unknown	1	tcp	10.200.1.45	10.200.1.18
