ID_regla	sessionid	repeatcnt	severity_number	Nombre_regla	thread_category	prot	src_ip	dst_ip	log_subtype	extra_data
31667	6099	1	1	SCADA Modbus Read Request to a PLC Attempt	info-leak	tcp	192.168.100.2	192.168.100.3	vulnerability	
31668	6100	1	1	SCADA Modbus Write Request to a PLC Attempt	info-leak	tcp	192.168.100.2	192.168.100.3	vulnerability	
